gene_symbol	flag	ClinVar_PL_record_count	interpretation
ROBO4	low_record_burden	15	computed but semantic interpretation limited because record count < 20
RORC	low_record_burden	12	computed but semantic interpretation limited because record count < 20
ROS1	low_record_burden	5	computed but semantic interpretation limited because record count < 20
RP9	low_record_burden	2	computed but semantic interpretation limited because record count < 20
RPA1	low_record_burden	2	computed but semantic interpretation limited because record count < 20
RPH3A	low_record_burden	1	computed but semantic interpretation limited because record count < 20
RPIA	low_record_burden	10	computed but semantic interpretation limited because record count < 20
RPL10	low_record_burden	9	computed but semantic interpretation limited because record count < 20
RPL10L	low_record_burden	1	computed but semantic interpretation limited because record count < 20
RPL13	low_record_burden	10	computed but semantic interpretation limited because record count < 20
RPL15	low_record_burden	12	computed but semantic interpretation limited because record count < 20
RPL17	low_record_burden	2	computed but semantic interpretation limited because record count < 20
RPL18	low_record_burden	1	computed but semantic interpretation limited because record count < 20
RPL21	low_record_burden	1	computed but semantic interpretation limited because record count < 20
RPL26	low_record_burden	5	computed but semantic interpretation limited because record count < 20
RPL27	low_record_burden	1	computed but semantic interpretation limited because record count < 20
RPL31	low_record_burden	1	computed but semantic interpretation limited because record count < 20
RPL35	low_record_burden	1	computed but semantic interpretation limited because record count < 20
RPL35A	low_record_burden	11	computed but semantic interpretation limited because record count < 20
RPL3L	low_record_burden	6	computed but semantic interpretation limited because record count < 20
RPS10	low_record_burden	10	computed but semantic interpretation limited because record count < 20
RPS15A	low_record_burden	1	computed but semantic interpretation limited because record count < 20
RPS17	low_record_burden	6	computed but semantic interpretation limited because record count < 20
RPS20	low_record_burden	7	computed but semantic interpretation limited because record count < 20
RPS23	low_record_burden	2	computed but semantic interpretation limited because record count < 20
RPS24	low_record_burden	17	computed but semantic interpretation limited because record count < 20
RPS27	low_record_burden	1	computed but semantic interpretation limited because record count < 20
RPS29	low_record_burden	4	computed but semantic interpretation limited because record count < 20
RPS6KC1	low_record_burden	6	computed but semantic interpretation limited because record count < 20
RPS7	low_record_burden	12	computed but semantic interpretation limited because record count < 20
RPSA	low_record_burden	9	computed but semantic interpretation limited because record count < 20
RPUSD3	low_record_burden	2	computed but semantic interpretation limited because record count < 20
RRAGC	low_record_burden	4	computed but semantic interpretation limited because record count < 20
RRAGD	low_record_burden	8	computed but semantic interpretation limited because record count < 20
RRAS	low_record_burden	1	computed but semantic interpretation limited because record count < 20
RRAS2	low_record_burden	11	computed but semantic interpretation limited because record count < 20
RREB1	low_record_burden	2	computed but semantic interpretation limited because record count < 20
RRM1	low_record_burden	2	computed but semantic interpretation limited because record count < 20
RRP12	low_record_burden	2	computed but semantic interpretation limited because record count < 20
RRP7A	low_record_burden	1	computed but semantic interpretation limited because record count < 20
RSPO1	low_record_burden	6	computed but semantic interpretation limited because record count < 20
RSPO2	low_record_burden	5	computed but semantic interpretation limited because record count < 20
RSPO4	low_record_burden	12	computed but semantic interpretation limited because record count < 20
RSPRY1	low_record_burden	6	computed but semantic interpretation limited because record count < 20
RSRC1	low_record_burden	11	computed but semantic interpretation limited because record count < 20
RSRC2	low_record_burden	1	computed but semantic interpretation limited because record count < 20
RSRP1	low_record_burden	1	computed but semantic interpretation limited because record count < 20
RTN2	low_record_burden	15	computed but semantic interpretation limited because record count < 20
RUBCN	low_record_burden	5	computed but semantic interpretation limited because record count < 20
RUNX1T1	low_record_burden	2	computed but semantic interpretation limited because record count < 20
RUSF1	low_record_burden	3	computed but semantic interpretation limited because record count < 20
RUVBL1	low_record_burden	4	computed but semantic interpretation limited because record count < 20
RXFP2	low_record_burden	2	computed but semantic interpretation limited because record count < 20
RXRA	low_record_burden	1	computed but semantic interpretation limited because record count < 20
RYR3	low_record_burden	1	computed but semantic interpretation limited because record count < 20
S100PBP	low_record_burden	1	computed but semantic interpretation limited because record count < 20
S1PR2	low_record_burden	2	computed but semantic interpretation limited because record count < 20
SALL2	low_record_burden	1	computed but semantic interpretation limited because record count < 20
SAMD11	low_record_burden	1	computed but semantic interpretation limited because record count < 20
SAMD7	low_record_burden	5	computed but semantic interpretation limited because record count < 20
SAMD8	low_record_burden	2	computed but semantic interpretation limited because record count < 20
SAMD9L	low_record_burden	19	computed but semantic interpretation limited because record count < 20
SAP130	low_record_burden	1	computed but semantic interpretation limited because record count < 20
SARDH	low_record_burden	2	computed but semantic interpretation limited because record count < 20
SARM1	low_record_burden	7	computed but semantic interpretation limited because record count < 20
SARS1	low_record_burden	3	computed but semantic interpretation limited because record count < 20
SARS2	low_record_burden	5	computed but semantic interpretation limited because record count < 20
SART3	low_record_burden	8	computed but semantic interpretation limited because record count < 20
SASH1	low_record_burden	14	computed but semantic interpretation limited because record count < 20
SASH3	low_record_burden	4	computed but semantic interpretation limited because record count < 20
SASS6	low_record_burden	7	computed but semantic interpretation limited because record count < 20
SC5D	low_record_burden	5	computed but semantic interpretation limited because record count < 20
SCAMP4	low_record_burden	5	computed but semantic interpretation limited because record count < 20
SCARB1	low_record_burden	1	computed but semantic interpretation limited because record count < 20
SCARF2	low_record_burden	13	computed but semantic interpretation limited because record count < 20
SCD5	low_record_burden	1	computed but semantic interpretation limited because record count < 20
SCEL	low_record_burden	1	computed but semantic interpretation limited because record count < 20
SCFD2	low_record_burden	1	computed but semantic interpretation limited because record count < 20
SCHIP1	low_record_burden	1	computed but semantic interpretation limited because record count < 20
SCN10A	low_record_burden	2	computed but semantic interpretation limited because record count < 20
SCN11A	low_record_burden	9	computed but semantic interpretation limited because record count < 20
SCN3B	low_record_burden	2	computed but semantic interpretation limited because record count < 20
SCN4B	low_record_burden	2	computed but semantic interpretation limited because record count < 20
SCN7A	low_record_burden	1	computed but semantic interpretation limited because record count < 20
SCNM1	low_record_burden	2	computed but semantic interpretation limited because record count < 20
SCNN1G	low_record_burden	16	computed but semantic interpretation limited because record count < 20
SCO1	low_record_burden	13	computed but semantic interpretation limited because record count < 20
SCRIB	low_record_burden	1	computed but semantic interpretation limited because record count < 20
SCUBE2	low_record_burden	1	computed but semantic interpretation limited because record count < 20
SCUBE3	low_record_burden	11	computed but semantic interpretation limited because record count < 20
SCYL2	low_record_burden	9	computed but semantic interpretation limited because record count < 20
SDHAF1	low_record_burden	7	computed but semantic interpretation limited because record count < 20
SDR9C7	low_record_burden	6	computed but semantic interpretation limited because record count < 20
SEC23A	low_record_burden	3	computed but semantic interpretation limited because record count < 20
SEC24C	low_record_burden	1	computed but semantic interpretation limited because record count < 20
SEC31A	low_record_burden	1	computed but semantic interpretation limited because record count < 20
SEC61A1	low_record_burden	9	computed but semantic interpretation limited because record count < 20
SECISBP2	low_record_burden	13	computed but semantic interpretation limited because record count < 20
SEL1L	low_record_burden	1	computed but semantic interpretation limited because record count < 20
SELENBP1	low_record_burden	4	computed but semantic interpretation limited because record count < 20
SELENOI	low_record_burden	4	computed but semantic interpretation limited because record count < 20
SELP	low_record_burden	1	computed but semantic interpretation limited because record count < 20
SEMA3A	low_record_burden	4	computed but semantic interpretation limited because record count < 20
SEMA3D	low_record_burden	1	computed but semantic interpretation limited because record count < 20
SEMA3E	low_record_burden	1	computed but semantic interpretation limited because record count < 20
SEMA4A	low_record_burden	4	computed but semantic interpretation limited because record count < 20
SEMA6A	low_record_burden	1	computed but semantic interpretation limited because record count < 20
SEMA7A	low_record_burden	1	computed but semantic interpretation limited because record count < 20
SENP7	low_record_burden	3	computed but semantic interpretation limited because record count < 20
SEPHS1	low_record_burden	3	computed but semantic interpretation limited because record count < 20
SEPTIN9	low_record_burden	3	computed but semantic interpretation limited because record count < 20
SERPINA11	low_record_burden	1	computed but semantic interpretation limited because record count < 20
SERPINA12	low_record_burden	1	computed but semantic interpretation limited because record count < 20
SERPINA3	low_record_burden	1	computed but semantic interpretation limited because record count < 20
SERPINA6	low_record_burden	2	computed but semantic interpretation limited because record count < 20
SERPINA7	low_record_burden	5	computed but semantic interpretation limited because record count < 20
SERPINB6	low_record_burden	4	computed but semantic interpretation limited because record count < 20
SERPINB7	low_record_burden	10	computed but semantic interpretation limited because record count < 20
SERPINB8	low_record_burden	3	computed but semantic interpretation limited because record count < 20
SERPIND1	low_record_burden	4	computed but semantic interpretation limited because record count < 20
SERPINE1	low_record_burden	2	computed but semantic interpretation limited because record count < 20
SERPINF2	low_record_burden	5	computed but semantic interpretation limited because record count < 20
SERPINH1	low_record_burden	13	computed but semantic interpretation limited because record count < 20
SERPINI1	low_record_burden	6	computed but semantic interpretation limited because record count < 20
SETD6	low_record_burden	2	computed but semantic interpretation limited because record count < 20
SETSIP	low_record_burden	1	computed but semantic interpretation limited because record count < 20
SEZ6	low_record_burden	1	computed but semantic interpretation limited because record count < 20
SEZ6L	low_record_burden	1	computed but semantic interpretation limited because record count < 20
SF1	low_record_burden	2	computed but semantic interpretation limited because record count < 20
SF3A1	low_record_burden	1	computed but semantic interpretation limited because record count < 20
SF3B1	low_record_burden	4	computed but semantic interpretation limited because record count < 20
SF3B2	low_record_burden	9	computed but semantic interpretation limited because record count < 20
SFRP4	low_record_burden	15	computed but semantic interpretation limited because record count < 20
SFTPA1	low_record_burden	4	computed but semantic interpretation limited because record count < 20
SFTPA2	low_record_burden	5	computed but semantic interpretation limited because record count < 20
SFTPB	low_record_burden	19	computed but semantic interpretation limited because record count < 20
SFXN4	low_record_burden	14	computed but semantic interpretation limited because record count < 20
SGK1	low_record_burden	1	computed but semantic interpretation limited because record count < 20
SGK2	low_record_burden	1	computed but semantic interpretation limited because record count < 20
SGMS1	low_record_burden	2	computed but semantic interpretation limited because record count < 20
SGMS2	low_record_burden	4	computed but semantic interpretation limited because record count < 20
SGO1	low_record_burden	1	computed but semantic interpretation limited because record count < 20
SGO2	low_record_burden	1	computed but semantic interpretation limited because record count < 20
SGSM3	low_record_burden	2	computed but semantic interpretation limited because record count < 20
SH2B3	low_record_burden	5	computed but semantic interpretation limited because record count < 20
SH2D7	low_record_burden	1	computed but semantic interpretation limited because record count < 20
SH3BGRL2	low_record_burden	1	computed but semantic interpretation limited because record count < 20
SH3BP2	low_record_burden	10	computed but semantic interpretation limited because record count < 20
SH3PXD2B	low_record_burden	16	computed but semantic interpretation limited because record count < 20
SHANK1	low_record_burden	19	computed but semantic interpretation limited because record count < 20
SHARPIN	low_record_burden	3	computed but semantic interpretation limited because record count < 20
SHC1	low_record_burden	2	computed but semantic interpretation limited because record count < 20
SHMT2	low_record_burden	3	computed but semantic interpretation limited because record count < 20
SHOC1	low_record_burden	13	computed but semantic interpretation limited because record count < 20
SHOC2	low_record_burden	6	computed but semantic interpretation limited because record count < 20
SHQ1	low_record_burden	3	computed but semantic interpretation limited because record count < 20
SHROOM2	low_record_burden	1	computed but semantic interpretation limited because record count < 20
SHROOM4	low_record_burden	1	computed but semantic interpretation limited because record count < 20
SIAH1	low_record_burden	19	computed but semantic interpretation limited because record count < 20
SIK1	low_record_burden	8	computed but semantic interpretation limited because record count < 20
SIK3	low_record_burden	2	computed but semantic interpretation limited because record count < 20
SIM1	low_record_burden	11	computed but semantic interpretation limited because record count < 20
SIM2	low_record_burden	1	computed but semantic interpretation limited because record count < 20
SIN3B	low_record_burden	3	computed but semantic interpretation limited because record count < 20
SIPA1	low_record_burden	1	computed but semantic interpretation limited because record count < 20
SIPA1L3	low_record_burden	2	computed but semantic interpretation limited because record count < 20
SIRT6	low_record_burden	1	computed but semantic interpretation limited because record count < 20
SIX2	low_record_burden	1	computed but semantic interpretation limited because record count < 20
SIX5	low_record_burden	2	computed but semantic interpretation limited because record count < 20
SIX6	low_record_burden	8	computed but semantic interpretation limited because record count < 20
SKOR2	low_record_burden	3	computed but semantic interpretation limited because record count < 20
SLA	low_record_burden	10	computed but semantic interpretation limited because record count < 20
SLC10A1	low_record_burden	6	computed but semantic interpretation limited because record count < 20
SLC10A2	low_record_burden	1	computed but semantic interpretation limited because record count < 20
SLC10A7	low_record_burden	7	computed but semantic interpretation limited because record count < 20
SLC11A2	low_record_burden	8	computed but semantic interpretation limited because record count < 20
SLC12A4	low_record_burden	5	computed but semantic interpretation limited because record count < 20
SLC12A9	low_record_burden	7	computed but semantic interpretation limited because record count < 20
SLC13A3	low_record_burden	4	computed but semantic interpretation limited because record count < 20
SLC14A1	low_record_burden	5	computed but semantic interpretation limited because record count < 20
SLC16A12	low_record_burden	3	computed but semantic interpretation limited because record count < 20
SLC16A13	low_record_burden	1	computed but semantic interpretation limited because record count < 20
SLC17A8	low_record_burden	5	computed but semantic interpretation limited because record count < 20
SLC17A9	low_record_burden	1	computed but semantic interpretation limited because record count < 20
SLC18A2	low_record_burden	13	computed but semantic interpretation limited because record count < 20
SLC18A3	low_record_burden	3	computed but semantic interpretation limited because record count < 20
SLC1A1	low_record_burden	1	computed but semantic interpretation limited because record count < 20
SLC1A2	low_record_burden	10	computed but semantic interpretation limited because record count < 20
SLC1A3	low_record_burden	2	computed but semantic interpretation limited because record count < 20
SLC24A4	low_record_burden	5	computed but semantic interpretation limited because record count < 20
SLC25A10	low_record_burden	3	computed but semantic interpretation limited because record count < 20
SLC25A11	low_record_burden	5	computed but semantic interpretation limited because record count < 20
SLC25A16	low_record_burden	1	computed but semantic interpretation limited because record count < 20
SLC25A19	low_record_burden	14	computed but semantic interpretation limited because record count < 20
SLC25A21	low_record_burden	1	computed but semantic interpretation limited because record count < 20
SLC25A24	low_record_burden	3	computed but semantic interpretation limited because record count < 20
SLC25A25	low_record_burden	1	computed but semantic interpretation limited because record count < 20
SLC25A26	low_record_burden	7	computed but semantic interpretation limited because record count < 20
SLC25A3	low_record_burden	12	computed but semantic interpretation limited because record count < 20
SLC25A36	low_record_burden	2	computed but semantic interpretation limited because record count < 20
SLC25A42	low_record_burden	4	computed but semantic interpretation limited because record count < 20
SLC26A11	low_record_burden	1	computed but semantic interpretation limited because record count < 20
SLC26A7	low_record_burden	4	computed but semantic interpretation limited because record count < 20
SLC26A8	low_record_burden	3	computed but semantic interpretation limited because record count < 20
SLC27A2	low_record_burden	1	computed but semantic interpretation limited because record count < 20
SLC29A1	low_record_burden	1	computed but semantic interpretation limited because record count < 20
SLC2A9	low_record_burden	17	computed but semantic interpretation limited because record count < 20
SLC30A10	low_record_burden	10	computed but semantic interpretation limited because record count < 20
SLC30A2	low_record_burden	5	computed but semantic interpretation limited because record count < 20
SLC30A5	low_record_burden	2	computed but semantic interpretation limited because record count < 20
SLC30A7	low_record_burden	6	computed but semantic interpretation limited because record count < 20
SLC30A9	low_record_burden	6	computed but semantic interpretation limited because record count < 20
SLC31A1	low_record_burden	2	computed but semantic interpretation limited because record count < 20
SLC32A1	low_record_burden	6	computed but semantic interpretation limited because record count < 20
SLC33A1	low_record_burden	10	computed but semantic interpretation limited because record count < 20
SLC34A2	low_record_burden	19	computed but semantic interpretation limited because record count < 20
SLC35A1	low_record_burden	4	computed but semantic interpretation limited because record count < 20
SLC35B2	low_record_burden	3	computed but semantic interpretation limited because record count < 20
SLC35C1	low_record_burden	10	computed but semantic interpretation limited because record count < 20
SLC35D1	low_record_burden	15	computed but semantic interpretation limited because record count < 20
SLC38A3	low_record_burden	7	computed but semantic interpretation limited because record count < 20
SLC39A13	low_record_burden	2	computed but semantic interpretation limited because record count < 20
SLC39A14	low_record_burden	13	computed but semantic interpretation limited because record count < 20
SLC39A5	low_record_burden	4	computed but semantic interpretation limited because record count < 20
SLC39A7	low_record_burden	6	computed but semantic interpretation limited because record count < 20
SLC39A8	low_record_burden	9	computed but semantic interpretation limited because record count < 20
SLC41A1	low_record_burden	1	computed but semantic interpretation limited because record count < 20
SLC44A1	low_record_burden	5	computed but semantic interpretation limited because record count < 20
SLC45A1	low_record_burden	1	computed but semantic interpretation limited because record count < 20
SLC49A3	low_record_burden	1	computed but semantic interpretation limited because record count < 20
SLC4A10	low_record_burden	13	computed but semantic interpretation limited because record count < 20
SLC4A2	low_record_burden	3	computed but semantic interpretation limited because record count < 20
SLC4A3	low_record_burden	2	computed but semantic interpretation limited because record count < 20
SLC4A4	low_record_burden	17	computed but semantic interpretation limited because record count < 20
SLC51A	low_record_burden	1	computed but semantic interpretation limited because record count < 20
SLC51B	low_record_burden	1	computed but semantic interpretation limited because record count < 20
SLC52A1	low_record_burden	1	computed but semantic interpretation limited because record count < 20
SLC5A6	low_record_burden	13	computed but semantic interpretation limited because record count < 20
SLC5A7	low_record_burden	19	computed but semantic interpretation limited because record count < 20
SLC66A1	low_record_burden	1	computed but semantic interpretation limited because record count < 20
SLC6A13	low_record_burden	1	computed but semantic interpretation limited because record count < 20
SLC6A17	low_record_burden	2	computed but semantic interpretation limited because record count < 20
SLC6A2	low_record_burden	1	computed but semantic interpretation limited because record count < 20
SLC6A3	low_record_burden	18	computed but semantic interpretation limited because record count < 20
SLC6A4	low_record_burden	1	computed but semantic interpretation limited because record count < 20
SLC6A6	low_record_burden	3	computed but semantic interpretation limited because record count < 20
SLC6A9	low_record_burden	12	computed but semantic interpretation limited because record count < 20
SLC7A14	low_record_burden	4	computed but semantic interpretation limited because record count < 20
SLC7A8	low_record_burden	3	computed but semantic interpretation limited because record count < 20
SLC9A1	low_record_burden	6	computed but semantic interpretation limited because record count < 20
SLC9A7	low_record_burden	2	computed but semantic interpretation limited because record count < 20
SLC9A9	low_record_burden	2	computed but semantic interpretation limited because record count < 20
SLC9B1	low_record_burden	3	computed but semantic interpretation limited because record count < 20
SLCO1B1	low_record_burden	7	computed but semantic interpretation limited because record count < 20
SLCO1B3	low_record_burden	6	computed but semantic interpretation limited because record count < 20
SLF2	low_record_burden	6	computed but semantic interpretation limited because record count < 20
SLFN11	low_record_burden	1	computed but semantic interpretation limited because record count < 20
SLFN14	low_record_burden	4	computed but semantic interpretation limited because record count < 20
SLIT1	low_record_burden	1	computed but semantic interpretation limited because record count < 20
SLIT2	low_record_burden	2	computed but semantic interpretation limited because record count < 20
SLIT3	low_record_burden	1	computed but semantic interpretation limited because record count < 20
SLITRK1	low_record_burden	2	computed but semantic interpretation limited because record count < 20
SLITRK2	low_record_burden	5	computed but semantic interpretation limited because record count < 20
SLITRK3	low_record_burden	1	computed but semantic interpretation limited because record count < 20
SLITRK5	low_record_burden	1	computed but semantic interpretation limited because record count < 20
SLITRK6	low_record_burden	9	computed but semantic interpretation limited because record count < 20
SLK	low_record_burden	1	computed but semantic interpretation limited because record count < 20
SLPI	low_record_burden	1	computed but semantic interpretation limited because record count < 20
SLTM	low_record_burden	1	computed but semantic interpretation limited because record count < 20
SLURP1	low_record_burden	14	computed but semantic interpretation limited because record count < 20
SMAP1	low_record_burden	1	computed but semantic interpretation limited because record count < 20
SMARCA1	low_record_burden	14	computed but semantic interpretation limited because record count < 20
SMARCA5	low_record_burden	9	computed but semantic interpretation limited because record count < 20
SMARCAD1	low_record_burden	7	computed but semantic interpretation limited because record count < 20
SMARCC1	low_record_burden	12	computed but semantic interpretation limited because record count < 20
SMARCD1	low_record_burden	9	computed but semantic interpretation limited because record count < 20
SMC1B	low_record_burden	1	computed but semantic interpretation limited because record count < 20
SMC5	low_record_burden	3	computed but semantic interpretation limited because record count < 20
SMG8	low_record_burden	11	computed but semantic interpretation limited because record count < 20
SMG9	low_record_burden	12	computed but semantic interpretation limited because record count < 20
SMO	low_record_burden	11	computed but semantic interpretation limited because record count < 20
SMOC1	low_record_burden	18	computed but semantic interpretation limited because record count < 20
SMOC2	low_record_burden	4	computed but semantic interpretation limited because record count < 20
SNAPC4	low_record_burden	11	computed but semantic interpretation limited because record count < 20
SNAPIN	low_record_burden	5	computed but semantic interpretation limited because record count < 20
SNCA	low_record_burden	5	computed but semantic interpretation limited because record count < 20
SNCB	low_record_burden	1	computed but semantic interpretation limited because record count < 20
SNF8	low_record_burden	6	computed but semantic interpretation limited because record count < 20
SNIP1	low_record_burden	1	computed but semantic interpretation limited because record count < 20
SNRNP200	low_record_burden	17	computed but semantic interpretation limited because record count < 20
SNRPA	low_record_burden	2	computed but semantic interpretation limited because record count < 20
SNRPB	low_record_burden	9	computed but semantic interpretation limited because record count < 20
SNRPE	low_record_burden	4	computed but semantic interpretation limited because record count < 20
SNRPN	low_record_burden	1	computed but semantic interpretation limited because record count < 20
SNUPN	low_record_burden	2	computed but semantic interpretation limited because record count < 20
SNURF	low_record_burden	1	computed but semantic interpretation limited because record count < 20
SNW1	low_record_burden	1	computed but semantic interpretation limited because record count < 20
SNX22	low_record_burden	10	computed but semantic interpretation limited because record count < 20
SNX27	low_record_burden	18	computed but semantic interpretation limited because record count < 20
SOCS1	low_record_burden	13	computed but semantic interpretation limited because record count < 20
SOHLH1	low_record_burden	5	computed but semantic interpretation limited because record count < 20
SORCS1	low_record_burden	1	computed but semantic interpretation limited because record count < 20
SORD	low_record_burden	11	computed but semantic interpretation limited because record count < 20
SOS2	low_record_burden	12	computed but semantic interpretation limited because record count < 20
SOST	low_record_burden	7	computed but semantic interpretation limited because record count < 20
SOX17	low_record_burden	7	computed but semantic interpretation limited because record count < 20
SOX18	low_record_burden	8	computed but semantic interpretation limited because record count < 20
SOX3	low_record_burden	3	computed but semantic interpretation limited because record count < 20
SOX30	low_record_burden	1	computed but semantic interpretation limited because record count < 20
SP140	low_record_burden	18	computed but semantic interpretation limited because record count < 20
SP6	low_record_burden	2	computed but semantic interpretation limited because record count < 20
SP7	low_record_burden	3	computed but semantic interpretation limited because record count < 20
SP9	low_record_burden	5	computed but semantic interpretation limited because record count < 20
SPACA1	low_record_burden	1	computed but semantic interpretation limited because record count < 20
SPAG17	low_record_burden	2	computed but semantic interpretation limited because record count < 20
SPAG8	low_record_burden	16	computed but semantic interpretation limited because record count < 20
SPARC	low_record_burden	4	computed but semantic interpretation limited because record count < 20
SPARCL1	low_record_burden	1	computed but semantic interpretation limited because record count < 20
SPDL1	low_record_burden	1	computed but semantic interpretation limited because record count < 20
SPECC1	low_record_burden	1	computed but semantic interpretation limited because record count < 20
SPECC1L	low_record_burden	14	computed but semantic interpretation limited because record count < 20
SPEF2	low_record_burden	12	computed but semantic interpretation limited because record count < 20
SPG21	low_record_burden	13	computed but semantic interpretation limited because record count < 20
SPIDR	low_record_burden	7	computed but semantic interpretation limited because record count < 20
SPIN4	low_record_burden	1	computed but semantic interpretation limited because record count < 20
SPINK1	low_record_burden	13	computed but semantic interpretation limited because record count < 20
SPINK2	low_record_burden	1	computed but semantic interpretation limited because record count < 20
SPINT2	low_record_burden	17	computed but semantic interpretation limited because record count < 20
SPNS2	low_record_burden	2	computed but semantic interpretation limited because record count < 20
SPO11	low_record_burden	1	computed but semantic interpretation limited because record count < 20
SPOCD1	low_record_burden	3	computed but semantic interpretation limited because record count < 20
SPOP	low_record_burden	12	computed but semantic interpretation limited because record count < 20
SPOUT1	low_record_burden	6	computed but semantic interpretation limited because record count < 20
SPP2	low_record_burden	1	computed but semantic interpretation limited because record count < 20
SPPL2A	low_record_burden	2	computed but semantic interpretation limited because record count < 20
SPRED2	low_record_burden	4	computed but semantic interpretation limited because record count < 20
SPRTN	low_record_burden	4	computed but semantic interpretation limited because record count < 20
SPRY1	low_record_burden	1	computed but semantic interpretation limited because record count < 20
SPRY4	low_record_burden	1	computed but semantic interpretation limited because record count < 20
SPTLC1	low_record_burden	14	computed but semantic interpretation limited because record count < 20
SPTLC2	low_record_burden	10	computed but semantic interpretation limited because record count < 20
SPTLC3	low_record_burden	1	computed but semantic interpretation limited because record count < 20
SPTSSA	low_record_burden	2	computed but semantic interpretation limited because record count < 20
SPTY2D1	low_record_burden	1	computed but semantic interpretation limited because record count < 20
SQLE	low_record_burden	1	computed but semantic interpretation limited because record count < 20
SQOR	low_record_burden	2	computed but semantic interpretation limited because record count < 20
SRC	low_record_burden	2	computed but semantic interpretation limited because record count < 20
SREBF1	low_record_burden	6	computed but semantic interpretation limited because record count < 20
SRGAP1	low_record_burden	1	computed but semantic interpretation limited because record count < 20
SRGAP3	low_record_burden	1	computed but semantic interpretation limited because record count < 20
SRI	low_record_burden	1	computed but semantic interpretation limited because record count < 20
SRP19	low_record_burden	1	computed but semantic interpretation limited because record count < 20
SRP54	low_record_burden	7	computed but semantic interpretation limited because record count < 20
SRP68	low_record_burden	1	computed but semantic interpretation limited because record count < 20
SRPK3	low_record_burden	4	computed but semantic interpretation limited because record count < 20
SRPRA	low_record_burden	1	computed but semantic interpretation limited because record count < 20
SRPX	low_record_burden	1	computed but semantic interpretation limited because record count < 20
SRPX2	low_record_burden	2	computed but semantic interpretation limited because record count < 20
SRSF1	low_record_burden	15	computed but semantic interpretation limited because record count < 20
SRSF2	low_record_burden	3	computed but semantic interpretation limited because record count < 20
SSBP1	low_record_burden	4	computed but semantic interpretation limited because record count < 20
SSR3	low_record_burden	1	computed but semantic interpretation limited because record count < 20
SSR4	low_record_burden	16	computed but semantic interpretation limited because record count < 20
SSUH2	low_record_burden	1	computed but semantic interpretation limited because record count < 20
SSX1	low_record_burden	3	computed but semantic interpretation limited because record count < 20
ST14	low_record_burden	15	computed but semantic interpretation limited because record count < 20
ST6GALNAC5	low_record_burden	1	computed but semantic interpretation limited because record count < 20
ST7	low_record_burden	1	computed but semantic interpretation limited because record count < 20
STAC2	low_record_burden	1	computed but semantic interpretation limited because record count < 20
STAC3	low_record_burden	14	computed but semantic interpretation limited because record count < 20
STAP1	low_record_burden	1	computed but semantic interpretation limited because record count < 20
STAT4	low_record_burden	2	computed but semantic interpretation limited because record count < 20
STAT6	low_record_burden	6	computed but semantic interpretation limited because record count < 20
STEEP1	low_record_burden	5	computed but semantic interpretation limited because record count < 20
STING1	low_record_burden	10	computed but semantic interpretation limited because record count < 20
STK16	low_record_burden	1	computed but semantic interpretation limited because record count < 20
STK33	low_record_burden	1	computed but semantic interpretation limited because record count < 20
STK36	low_record_burden	4	computed but semantic interpretation limited because record count < 20
STK4	low_record_burden	19	computed but semantic interpretation limited because record count < 20
STN1	low_record_burden	2	computed but semantic interpretation limited because record count < 20
STS	low_record_burden	14	computed but semantic interpretation limited because record count < 20
STT3A	low_record_burden	6	computed but semantic interpretation limited because record count < 20
STT3B	low_record_burden	2	computed but semantic interpretation limited because record count < 20
STX16	low_record_burden	3	computed but semantic interpretation limited because record count < 20
STX1A	low_record_burden	6	computed but semantic interpretation limited because record count < 20
STX3	low_record_burden	12	computed but semantic interpretation limited because record count < 20
STX4	low_record_burden	1	computed but semantic interpretation limited because record count < 20
STX7	low_record_burden	1	computed but semantic interpretation limited because record count < 20
STXBP3	low_record_burden	3	computed but semantic interpretation limited because record count < 20
SUGCT	low_record_burden	2	computed but semantic interpretation limited because record count < 20
SULT2B1	low_record_burden	7	computed but semantic interpretation limited because record count < 20
SUMF2	low_record_burden	1	computed but semantic interpretation limited because record count < 20
SUN5	low_record_burden	7	computed but semantic interpretation limited because record count < 20
SUPT16H	low_record_burden	8	computed but semantic interpretation limited because record count < 20
SUPT3H	low_record_burden	2	computed but semantic interpretation limited because record count < 20
SUPT7L	low_record_burden	2	computed but semantic interpretation limited because record count < 20
SV2A	low_record_burden	3	computed but semantic interpretation limited because record count < 20
SVBP	low_record_burden	6	computed but semantic interpretation limited because record count < 20
SVIL	low_record_burden	5	computed but semantic interpretation limited because record count < 20
SYCE1	low_record_burden	7	computed but semantic interpretation limited because record count < 20
SYCE2	low_record_burden	15	computed but semantic interpretation limited because record count < 20
SYCP2	low_record_burden	6	computed but semantic interpretation limited because record count < 20
SYCP2L	low_record_burden	3	computed but semantic interpretation limited because record count < 20
SYCP3	low_record_burden	3	computed but semantic interpretation limited because record count < 20
SYK	low_record_burden	3	computed but semantic interpretation limited because record count < 20
SYN3	low_record_burden	12	computed but semantic interpretation limited because record count < 20
SYNCRIP	low_record_burden	5	computed but semantic interpretation limited because record count < 20
SYNE2	low_record_burden	10	computed but semantic interpretation limited because record count < 20
SYP	low_record_burden	11	computed but semantic interpretation limited because record count < 20
SYT14	low_record_burden	2	computed but semantic interpretation limited because record count < 20
